DHCP-hash	DHCP-FP	FingerBank-Device-name	Score%
1782b667684970c18a491f29cbfcc688	1,42,4,6,11,3	Datacenter Appliance/Precision time and frequency reference system	87	
a08c7b70414fc797485298dbc9e150ef	1,15,3,6,44,46,47,31,33,249,43	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.1,5.2	87	
0e7e247572fbe0349e930aea480fb6ae	1,33,3,6,15,28,51,58,59,119	Operating System/Google OS/Android OS	87	
abb25c84fe73fa60eaca2516e14e142f	1,28,3,15,6,12,44,78,79,2,42	Printer or Scanner/Xerox Printer	87	
e8dd61058f9de98d0cd0da9ae1946da0	1,3,6,15,33,43,44,46,47,121,249	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87	
2d384c642fe2a6388ba2e1b22cd21d5f	1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,33,42	Operating System/Linux OS/Debian-based Linux	87	
2f16c3781ff976d98eff96861c1215a8	1,3,6,12,15,17,28,40,41,42	Nokia	50	
372295443d05372967f2a18a29a0fc76	1,28,1,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
d5174b480183ef8d99c37894f0d1ad15	85,86	Network Boot Agent/Novell Netware Client	87	
7efd10f3fdc450d1d16e76864cb3fa7c	1,3,15,6	Playstation 2	50	
356c0947a2a7d0b1523bd9124cabb900	1,15,3,44,46,47,6	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.0	87	
87003bdce67c065b13e729f4caa7748d	1,3,6,12,15,28,66	VoIP Device/Grandstream VoIP/GrandStream HandyTone 503 ATA	87	
a1e8259c942611cc3db8f280a7db3f9b	1,28,2,3,15,6,119,12,44,47,26,121,42,121,249,33,252,42	Operating System/Linux OS/Debian-based Linux	87	
f6f4abef1302d62686219ea250393591	1,2,4,3,12,6,15,44,43,161,162,184,185,186,192,187,181,182,188,190	Thin Client/Wyse Technology Thin Client	87	
2e7bbb9d24a3d81f92620585f72068fd	1,2,3,6,12,15,17,23,28,29,31,33,40,41,42,43,72	Audio, Imaging or Video Equipment/Video Equipment (Smart TV, Smart Players, etc.)/Amino	87	
99b18e7cddac662b5a73b659201a8bab	1,3,12,43,17,128,129,130,150	Network Boot Agent/Etherboot/gPXE	87	
f712b8444d11ba600c6edf735a388ae8	1,3,6,15,42,66,51,150	VoIP Device/Cisco VoIP/Cisco IP Phone	87	
8b6ddb93a1ab882d04b88de876510b3e	1,28,2,3,15,6,12,4,7,23,26,43,50,51,54,55,60,61,72	Router, Access Point or Femtocell/Router/Gemtek Wireless Router	87	
9642a934b07f3c535142409d5737f25c	1,28,2,3,15,6,43	Router, Access Point or Femtocell/Wireless Access Point/Aruba WAP	87	
ce98151e46bdddec5ad01bc2cea4f1ef	1,3,6,15,119,95,252,44,46,47,101	Operating System/Apple OS	87	
6c9f13601fcd214fd321a32b9cbe2243	6,3,1,15,66,67,13,44,12,43,58,59,42,2	Monitoring and Testing Device/APC/APC-Schneider Uninterruptible Power Supply	87	
8ee1243f3c15e72fb1b135f896eb1f39	1,2,3,5,6,12,15,19,28,33,40,41,64,65	Operating System/Other OS/Solaris/Solaris 8 (SunOS 5.8)	87	
d36ccb241c1fed5d812c1feedaa75989	1,28,3	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
056da8dd4360c7151019a5bcf27adf23	54,51,58,59,1,3,6,15,28,139	VoIP Device/UniData IP Phone	87	
5d0c9f08551fd4e4072640216c5b9864	1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,224,138,125,43	VoIP Device/Mitel IP Phone	88	
9b3c4adefb5dd797173e770db49a3cb6	1,28,3,15,6,12,81,44,46,78,79,116,66,67,2,69,42,58,59,119,252	Printer or Scanner/Xerox Printer	87	
f66d524cc520c65283d627532514b07c	1,3,6,15,44,46,47	Operating System/Windows OS/Windows Phone OS	83	
ff6f66931e4983c0c53c2fcd422c72e1	1,66,6,15,44,3,67,12,33,150,43,125	Router, Access Point or Femtocell/Wireless Access Point/Cisco WAP	87	
95f55b3287ead1a4a889f6bcba94ac1d	1,3,28,58,59,6,15,78,79,44,46,69,66,67,12	Printer or Scanner/Xerox Printer	87	
47bd43caed4860dfc81383295818371a	1,3,6,10,12,14,15,28,40,41,42,87	Router, Access Point or Femtocell/Router/Zioncom Wireless Router	87	
f18cdf136219402fd37afcb7b33d3117	1,28,66,6,15,3,35,150	VoIP Device/Cisco VoIP/Cisco IP Phone	87	
3ef815416f775098fe977004015c6193	85	Network Boot Agent/Novell Netware Client	87	
43ffcbaa51f7497e90bf1e34dfa96f35	1,3,6,15,12,44	Video Conferencing/Polycom Video Conferencing/Polycom VSX 3000	87	
1babbc65645e99ae4d6714c74f9043d9	1,121,33,3,28,51,58,59	HTC Android	50	
8c648a3a5ff9aa4fbc1371f6eb6018d6	3,1,15,44,12	Printer or Scanner/HP Printer	87	
eea0590f4e15ae33800a86a5c054da18	60,43	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87	
c84495c51422c3c79d4fa0b1d32e6dd3	3,1,6,15	Router, Access Point or Femtocell/Router/Netgear Router	87	
80708b6d63237b86b49b88873508f400	1,3,15,6,44,46,47	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.0	87	
412a88ade3f2a0c592afee514fe182cf	1,28,3,121,26,12,15,119,6,40,41,87,85,86,44,45,46,47,42,121,249,33,252,42	Operating System/Linux OS/Debian-based Linux	87	
f317d57d5822b8c840b606bda3148498	1,3,6,12,15,26,28,40,41,42,43	VoIP Device/NetCODEC Co VoIP	87	
5128f4c4661acd4d27dff1ab26cd4f08	1,15,3,6,44,46,47,31,33,43,77	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.90	87	
bf69b863a78c82f19c9536879c517e86	6,3,1,15,12,42	Samsung Android	50	
d9bc916ae5f33fd9fc337c704061c55a	1,3,12,43	Network Boot Agent/Etherboot/Sun Blade 100	87	
bcdcadd6ba99dde710b1cc24ff0aebb6	58,59,1,28,121,33,3,12,119,15,6,40,41,42,26,17,120	VoIP Device/Biamp devices	57	
82ea225d3d3c9dd3a4801f92d2bb25a1	1,3,6,15,7,44,51,54,58,59,12,69	Hardware Manufacturer/SEH COMPUTERTECHNIK GMBH	87	
6384bfdfdcea889294dea8e37a2a8d9a	1,3,6,12,15,17,23,28,29,31,33,40,41,42,44	Storage Device/Synology NAS	87	
6035b6dcb4637d7c32d735255ee36e91	1,3,15,6,44	Printer or Scanner/Kyocera Printer	87	
1b6e1dc8e520125cf3c0cb192302846f	1,2,3,6,12,15,28,42,43,66,125	VoIP Device/Grandstream VoIP	87	
4857fe0b7f178863b502a39de6f861af	1,28,160,66,43,3,4,42,2,6,15	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87	
560ecc1dc513b437a62e473db0f230e0	3,6	Gaming Console/Microsoft Gaming Console/Xbox	87	
120c61da395411f35eb418525fbbfc49	1,28,156,4,3,66,42	VoIP Device/ShoreTel IP Phone	87	
fb7612836cf15b77145b541eef4bfc4d	1,3,42,6,7,15,58,59,44,66	VoIP Device/Sipura VoIP Adaptor	87	
610d451bb13b2767fbe65de65f870a18	1,6,15,44,3,33	Switch and Wireless Controller/Cisco Switches/Cisco Catalyst 35xx	87	
7ecb676302cd740699e046de33687302	1,15,3,6,44,46,47,31,33,121,249,43,0,176,112	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.1	87	
070c3cf1a676ffe467159f3cb75f8184	1,150,3,6,15,35,66	Operating System/Google OS/Android OS	87	
37e151d43203def5aa5946fb049df32f	1,3,4,6,12,15,17,23,28,29,31,33,40,41,42	Audio, Imaging or Video Equipment/IP Camera/ACTi Corporation IP Camera	87	
90cb86802a18db0c49a58b58c63edef0	1,15,3,6,44,46,47,1,3,6,15,44,46,47	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87	
09ee4037bb4e6dfd4a167c2938e19364	1,3,42,6,7,15,58,59,44,66,150,2,151	VoIP Device/Cisco VoIP/Cisco/Linksys SPA series IP Phone	87	
4d4ce239e75304e47fecd82c48801fcd	1,121,3,6,12,15,28,33,43	Router, Access Point or Femtocell/Router/Netgear Router	87	
41bd65643374639d0a9cbeb920bba2de	6,3,1	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87	
e4b4e1563f0179ce850f54919278966e	1,3,6,15,51,58,59,255	Router, Access Point or Femtocell/Router/Freebox Wireless Router	87	
60189fa092724f0650e7d1a551d7d177	6,3,1,15,44,12	Printer or Scanner/HP Printer	87	
e3031186cde5a9c2abf3cd19dce5d625	1,33,3,6,28,51,58,59	Operating System/Google OS/Android OS	87	
ea2154e1a4be1ba8cc862d49ae188adf	1,121,33,3,6,12,15,28,51,58,59,119	Operating System/Google OS/Android OS	87	
a287a44cb2c343f196e0daed069d734f	1,3,6,58,59,44,46,47	Printer or Scanner/Tally Printer	87	
f52dbb73a7fd6cb178be99c466c2aed8	1,28,1,3,6,42,66	VoIP Device/Aastra VoIP	87	
ef169c6aa735f58759b8ad48b813f47e	1,3,3,5,6,11,12,13,15,16,17,18,43,54,60,67,128,129,130,131,132,133,134,135	Network Boot Agent/PXE	87	
607caf801b644c3bd922db0e9865138e	1,3,4,6,15	Internet of Things (IoT)/Alps Electric	87	
1319fb44b0613dc4ce822c4357b47044	1,3,42,6,7,15,58,59,66	VoIP Device/Linksys PAP VoIP	87	
750e824b315765490e73cf8adf96db83	1,121,33,3,6,12,15,26,28,51,54,58,59,119,252	Operating System/Google OS/Chrome OS	87	
f49a8ea3c9d6a04f4c2f523c7ff6d380	1,121,33,3,6,15,28,44,51,58,59,119	Phone, Tablet or Wearable/Generic Android/Motorola Android	87	
5026b355656f9ce34620b751b27301e8	1,15,3,6,44,46,47,31,33,121,249,252,43	Operating System/Windows OS	87	
1f5e2ddd680d2a6b37b33ef295d6718b	1,15,3,6,44,46,47,31,33,43	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.0	87	
c0ba1956c8a39663bbca1a96eb391699	1,28,3,15,6,12,44,78,79,66,67	Printer or Scanner/Xerox Printer	87	
98a6a3042aeae3007a833ba32bb62b94	1,28,6,5,3,44,15	Router, Access Point or Femtocell/Wireless Access Point/Trendnet WAP/Trendnet Access Point	87	
f6f9310f8088ea378b7e3cdba3fb5c75	1,28,3,99,43,128,131,144,157,188,191,205,219,223,224,227,230,232,235,238,241,244,247,249,251,254,58,59,66,6,15	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
71f173e75832a07b526c39f9ee79093e	1,3,6,15,70,69	Point of Sale Device/Moneris HiSpeed 3100IP	87	
5dd6695066a733b15c14e7727e0504e4	1,6,15,44,3,7,33,150,43	Router, Access Point or Femtocell/Wireless Access Point/Cisco WAP	87	
a3af1cfc7f3d84757bfd89502dc842ac	1,3,4,42,6,7,12,15,26,44,51,54,58,59,190	Printer or Scanner/Lexmark Printer	87	
179e34c753bf3c742c07e9d8d22c6ece	1,3,121,6,12,15,28,50,33	Router, Access Point or Femtocell/Router/Belkin Wireless Router	87	
a8342db66dcab3209f1b5bb48d40c78d	1,28,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59,66,6,15	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
b65635778cde45b83e18c21ad7efdbee	3,6,26,28,58,59	Gaming Console/Nintendo Gaming Console/Nintendo Gamecube	87	
6a3b43006c293765119851f8fb24b10c	1,3,6,15,44,47	Printer or Scanner/Canon Printer	87	
ea5dbe3d3b68c710bb45fecd0484e42c	15,3,6,44,46,47,31,33,43	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.0	87	
7e1142cabda50c38346a8fd02e6d091b	78,79,85	Network Boot Agent/Novell Netware Client	87	
501c3e5efb01269235a0218415bbcd61	1,33,3,6,15,26,28,51,58,59	Operating System/Google OS/Android OS	87	
8ebfc38441463ae19afd0760e614f471	15,3,6,44,46,47,31,33,43,252	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.0	87	
d81ebf5cd834bfbe57d8618bcd1c46e6	6,1,3,12,44,15	Video Conferencing/Polycom Video Conferencing/Polycom ViewStation	87	
240ab504d4ba6808c9e284b5963f3e9d	1,2,3,4,6,7,12,15,28,42,66,67,43,120	VoIP Device/Yealink VoIP	88	
c96325987eb2f097e692967507893402	1,3,6,42,43,2,66	VoIP Device/Aastra VoIP	87	
4c1b2e0e0dacf5e0fcc3279bd00f5e90	15,3,6,44,46,47,31,33,249,43,252,12	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.1,5.2	87	
bcd53c324e6ef0b56f5a33ede6aa2e15	1,3,67,43,60	Network Boot Agent/Apple Netboot	87	
474846f826c15e1695321d0112186825	1,28,66,3,4,42,2,6,15	VoIP Device/Polycom VoIP/Polycom SoundPoint IP/Polycom SoundPoint IP 430	87	
3cf3c8556a99ede5bfe455e383ceeaa5	1,3,6,15,28	Hotway LanDrive	50	
9e60ff3c17459791c30853469ed2a3e2	51,1,3,58,59,12,44,54,6,15,144	Printer or Scanner/Xerox Printer	87	
5246276c06be9f4731c4afd413b43d9e	6,3,1,15,66,67,13,12	Printer or Scanner/HP Printer	87	
52de03af47671e7f69bd3b81bbbb4655	1,66,6,3,67,12,150	Switch and Wireless Controller/Cisco Switches/Cisco Catalyst 29xx	87	
b422effb8fe4450ebd9ea00fb6b0e2f5	1,15,3,6,44,46,47,43,77,252	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.10	87	
2600c1dffe2246b6c99c53fd85ab74a1	1,28,54,58,59,60,43,3	VoIP Device/Alcatel IP Phone/Alcatel Advanced Reflex IP Phone	87	
92db395887b52bf6a12e48962ebe5767	1,3,6,15,67,43,60	Operating System/Apple OS	87	
5bd3c198753efaf887b913988d96129c	1,28,2,3,15,6,12,40,41	Operating System/Linux OS/SUSE Linux/Novell Desktop	87	
f10d1ad0c054452d0b6c190405c5b7ad	1,28,3,43,128,131,144,157,188,191,205,219,223,224,227,230,232,235,238,241,244,247,249,251,254,58,59,66	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
e54c326dffda1ce600a4fdb7b860821f	3,1,6,12,15,67,66,43	VoIP Device/Sunrocket VoIP Gizmo	87	
db2179ac0fd92f683be3929bc588ea63	1,15,3,6,44,46,47,31,33,121,249,43,0,128,64	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87	
9fe07f8dac53006ae466d8b166af00df	79,78	Network Boot Agent/Novell Netware Client	87	
8193b413c72fe24c54164273b9284eb4	6,3,1,15,66,67,13,44,12,81,252	Printer or Scanner/HP Printer	87	
8e9678987e153c33946b9a4799f6b960	1,121,33,3,6,12,15,28,42,51,54,58,59,119	Operating System/Linux OS/Generic Linux	87	
39c10a5965989e867a6c844c0cf2c933	1,3,6,15,44,46,47,137,215,224,226	Thin Client/Neoware Capio Windows CE	87	
128c5415f12642e1ebd9069e0240f5ac	1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,252,42	Operating System/Linux OS/RedHat/Fedora-based Linux/Fedora/Fedora 15 or 16 based distro	87	
d79d7e585f563526303eb23e3fcdd8c6	1,3,28,6,15	Gaming Console/Sony Gaming Console/Playstation/Playstation 3 or Playstation Portable (PSP)	87	
756dedfa6418b44fd4d75eab28633903	1,249,3,6,12,15,28,33,40,41,42,44	Router, Access Point or Femtocell/Router/Trendnet Wireless Router	87	
c5eee0dd497045c110852cb7b6fa753e	1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,224,138,125,43,225,226	VoIP Device/Mitel IP Phone	88	
c9d0f3c75aab4a5fd651396f19695536	1,3,6,15,112,113,78,79	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87	
1154651b76bbca7528e891d016f285d0	85,86,87	Network Boot Agent/Novell Netware Client	87	
181be29e0dc8e72cc88c0e2c16dcaa25	1,15,3,6	Phone, Tablet or Wearable/Apple Mobile Device/Apple iPod	87	
120c4b86573fa69b00d4964c476fd9ea	1,3,4,43	Switch and Wireless Controller/HP ProCurve Switches	87	
6de0791c5bea2e7e731d870a38ee7484	1,28,2,3,15,6,12,40,41,42,26	Operating System/Linux OS/RedHat/Fedora-based Linux	87	
900a8b4bff9d01f70b8251ca79df7a7e	1,3,5,6,49,13,15,17,23,28,42,50,51,53,54,56,66,67	Samsung S8500	50	
ce3023d99364ab9eab8a859e3c11de1c	1,28,2,3,15,6,12,46,44	Operating System/Linux OS/Linspire	87	
70c995f77f0cc2c4d4d9e668d5eb61c3	1,3,6,15,28,44,47	Printer or Scanner/Ricoh Printer/Ricoh Multifunction Printer	87	
5fafd12fdcc66083453eb4b9662ef260	1,3,44,6,7,12,15,22,54,58,59,69,18,43,119,81,153,154	Printer or Scanner/HP Printer	87	
8848fb2507c53c29cb3ea21945c78851	1,3,6,12,15,23,28,29,31,33,40,41,42,9,7,200,44	Operating System/Linux OS/Generic Linux	87	
82754f446d62c6084f2884fb8a08013f	1,3,6,15,23,51,54	Audio, Imaging or Video Equipment/Motorola NIM100	87	
8c3ba7572dfa8b528fb6da9bf697b1c0	1,3,6,12,15,28,42,40	Printer or Scanner/Epson Printer	87	
95ba59cd30a82c55cf80a08ce8913723	1,28,2,3,15,6	Barnes and Noble Nook (eReader)	50	
ff2c3ed9d86555e5da986d6b2e1b9cea	1,15,3,6,44,46,47,66,1,3,6,15,44,46,47	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87	
5283df9f4f74046fbdecbb336d949f2d	1,2,3,6,12,15,26,28,85,86,87,88,44,45,46,47,70,69,78,79	Printer or Scanner/Xerox Printer	87	
84e7a01b19614377e492037697763b97	1,28,2,3,15,6,12,44,47	Operating System/Linux OS/Debian-based Linux	87	
6f52e2e10dda39249c323b624c10cac7	15,3,6,44,46,47,31,33,249,43,252	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.1,5.2	87	
81c6dbe08aa8108bc53861f3173760c3	1,33,3,6,12,15,28,42,51,58,59,119	Operating System/Google OS/Android OS	87	
4b9223500d4718ca1db44c1ed038fb6c	28,2,3,15,6,12,40,41,42	Operating System/Linux OS/RedHat/Fedora-based Linux	87	
8d51fdfb93ad30bdf7f2ed5fd0776041	1,3,6,15,66,69,43,176	VoIP Device/Avaya IP Phone	87	
9f96da28067889e6af2fc153aaa2cb77	1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,42	Operating System/Linux OS/RedHat/Fedora-based Linux/RHEL 6.4 or Centos6.4	87	
3469b3a9a87612c02c145b9c149dae9d	1,3,44,6,7,12,15,22,54,58,59,69,18,144,119	Printer or Scanner/HP Printer	87	
44732e1c8c0d27e4edde8ef6a956d42d	1,3,6,15,12,69,70,88,42	Monitoring and Testing Device/APC/NetBotz WallBotz 400C	87	
94e012fde4dc733f96d9620627791941	1,3,6,12,15,28,33,51,58,59,119,121	Operating System/Google OS/Android OS	87	
a09f97325d185b4313f0e598624e513c	1,3,6,12,15,17,23,28,29,31,33,40,41,42,119	Operating System/Linux OS/Gentoo Linux	87	
5831bce2248e5970c993adb9260eec96	1,3,66,67,54,129,150,131,132,6,15,100	Switch and Wireless Controller/Cisco Switches/Cisco Small Business	87	
ad1aa9adc33a26c68ada0785b2e639d1	1,15,3,6,43	Router, Access Point or Femtocell/Wireless Access Point/Enterasys WAP/Enterasys or Trapeze Wireless Access Point	87
7fa15642c7d22c817a6a614068a85afa	3,51,1,15,6,66,67,120,44,43,150,12,7,42	Switch and Wireless Controller/Juniper Switches	73
9b1ee9aff3eb29371efe446ac89e5c3f	1,3,6,15,26,28,51,58,59,43	Operating System/Google OS/Android OS	87
ccfe2db9ed5c1e1233e85f2b577d05df	1,2,3,6,15,26,28,88,44,45,46,47,70,69,78,79,120	Printer or Scanner/Xerox Printer	73
39950102d6897635453348eea2b0e340	1,121,3,6,15,119,252,95,44,46	Operating System/Apple OS	87
9790d9d687e15939dfb08cd4e275d107	1,121,33,3,2,6,7,15,42,43,51,58,59,66,67,120,125	VoIP Device	29
365a6fa3f855d47e2c4cf58bb7e3bec8	1,3,51,54	Thin Client/Broadcom NetXtreme II	87
97729a05dd6b5dad2a896ce48b4381c8	1,3,15,44,46	Printer or Scanner/Konica Minolta Printer/Konica Minolta Multifunction Printer	87
de424ecf8b8d7e9b87dd7058651bcce7	1,3,66,67,54,125,129,150,6,15,100	Switch and Wireless Controller/Cisco Switches/Cisco Small Business	87
f9aa73929514758fe1f99cf3c98bc19e	1,3,44,6,7,12,15,22,54,58,59,69,18,43,119,81,153,154,144	Printer or Scanner/HP Printer	87
af5e64e042eb1a31856089e8517624f0	1,3,12,15,6,26,33,121,42	Operating System/Windows OS	87
be4f06c316d081f3d27418dfe0081eba	1,28,2,3,15,6,119,12,44,47,26,121,42,249,33,252	Operating System/Linux OS/Generic Linux	87
9e86bc86c8a2d062fd8125b851538757	3,1,252,42,6,12	Operating System/Tizen OS	87
071352faefd6a6d926e1c6b920dc38ba	6,3,1,15,66,67,13,44,2,42,120,125,12	Printer or Scanner/Brother Printer	73
d0be9e3b99384d66c5013153e855648a	1,121,249,3,6,12,15,28,33	Router, Access Point or Femtocell	66
55fd3087605747b2b7dcefe409493787	120,43	Operating System/Windows OS	73
33bc63c3bf7f9bec24b44fcf5a148ba0	1,6,3,58,59	Robotics and Industrial Automation/Sensaphone Remote Monitoring	87
74b29a58b81d24f42492706342783259	6,3,1,15,66,67,13,44,2,42,12	Printer or Scanner/Brother Printer	87
f77b72a9cbe1691c1c96602c471b09c0	3,1,15,44,12,6	Printer or Scanner/HP Printer	87
cbcad79acba6bfc63f24380f7c3e9454	1,3,6,15,26,28,51,58,59	Operating System/Google OS/Android OS	87
02c94b9f18112180acf6c8ea84250b39	1,3,6,12,15,28,33,42,249	Router, Access Point or Femtocell	66
c1657e3115bdc4698b1047183ceb2f75	6,3,1,15,12,44,81,69,43,18,66,67,150,7	Printer or Scanner/HP Printer	87
1ba0097522abea6a46f3eb015e220a02	1,3,15,6,212	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87
ba8acc3498ccc44294fe9fc47f3f7022	1,28,3,6,15,35,66,150	VoIP Device/Cisco VoIP	87
6141ffd1aa08ad4d12c97a5f775fb554	1,3,6,12,15,28,33,42,121,249	Router, Access Point or Femtocell	66
2ebfb8ca4a9fc6994320f8bb396efdd8	1,3,6,12,15,28,42,121,212	Router, Access Point or Femtocell	66
2eb6f4b3ffd2ca7508824dd6a1814f2c	1,3,6,12,15,28,42,121	Router, Access Point or Femtocell	66
1b8243a59d4dd3bb362d374745e34390	1,121,33,3,6,12,15,28,44,51,54,58,59,81,119,252	Printer or Scanner/HP Printer	87
9b8eca14b0939794872ba7846a709a16	1,3,6,12,15,28,40,41,42,43,119,121	Audio, Imaging or Video Equipment/Video Equipment (Smart TV, Smart Players, etc.)/Infomir IP TV	87
41efaea5187e814c86b537f7293d589d	1,121,3,6,15,119,252	Operating System/Apple OS	87
18e755fd06072cedffaa1518890873f3	1,33,3,6,15,28,51,58,59,43	Operating System/Google OS/Android OS	87
0c294e049a5c824306cf6918dc4b19e0	58,59,6,15,66,67,51,54,1,3,125	VoIP Device/Panasonic VoIP/Panasonic KX-UDS124CE SIP-DECT Base Station	87
a2133b5e525d9b176febad7a59bf6e75	1,121,33,3,6,12,15,28,44,51,53,54,58,59,81,119,252	Printer or Scanner/HP Printer	87
40a0f7239490091ab78ac7c727749118	1,3,6,12,15,28,33,40,41,42,44,46,47,121,212,249	Router, Access Point or Femtocell	66
4ea208e947ec3d01c12fd536aefdedf9	1,28,3,121,26,12,15,119,6,40,41,87,85,86,44,45,46,47,42,249,33,252	Operating System/Linux OS	87
1221bdb25497e7ed9f0ef115655f3f38	6,3,1,15,66,67,13,44,119,12,81,252	Printer or Scanner/HP Printer	87
266830d56b6550a542e3723602adb63c	1,3,6	Gaming Console/Microsoft Gaming Console/Xbox 360	29
74b20235ac310e406a9fdd0eb0e1cb6c	1,3,6,15,35,66,150,2,7,42,43,58,59,159,160	VoIP Device/Cisco VoIP	87
80a0713af2f9435bc6e2a830a105236b	1,3,6,12,15,28,33,44,121,249,212	Router, Access Point or Femtocell	66
d304ec3f1ca1483e715d0ee41800bfa1	1,121,249,3,6,12,15,28,212,33	Router, Access Point or Femtocell/Router/Netgear Router	87
8d9a9739f0f10428b7b3292e9b381016	1,3,6,15,31,33,43,44,46,47,121,249,252	Operating System/Windows OS	87
86eed4bae372606b6c52393465543d87	1,3,6,15,31,33,43,44,46,47,119,121,249,252	Operating System/Windows OS/Microsoft Windows Kernel 10.0	87
9f6663cc09fd67f78f36bd80bac11ae2	1,3,42,4,6,12,15,26,44,51,54,58,59,190	Printer or Scanner/Lexmark Printer	87
388986ec86c33bec049ed0b01790aa92	6,3,1,15,12,44,81,69,42,43,18,66,67,150,7	Printer or Scanner/HP Printer	87
